ccy,date,rate
JPY,2005-04-06,0.009200478424878094
KRW,2005-04-06,0.0009877030964492073
MYR,2005-04-06,0.2631578947368421
NOK,2005-04-06,0.15727474324898166
NZD,2005-04-06,0.7110858280594468
PLN,2005-04-06,0.3128519584532599
RUB,2005-04-06,0.03596734165377837
SAR,2005-04-06,0.2666524452029225
SEK,2005-04-06,0.14032724313098144
SGD,2005-04-06,0.6012506012506013
THB,2005-04-06,0.025249337204898373
TRY,2005-04-06,0.7446016381236038
TWD,2005-04-06,0.03167564143173899
USD,2005-04-06,1.0
ZAR,2005-04-06,0.16272598571265845
AUD,2005-04-07,0.7686985932815743
CAD,2005-04-07,0.819672131147541
CHF,2005-04-07,0.8320852055250457
CNY,2005-04-07,0.12082401981513925
CZK,2005-04-07,0.043081721717926735
DKK,2005-04-07,0.17320816156857313
EUR,2005-04-07,1.2903528528528532
GBP,2005-04-07,1.8768768768768769
HKD,2005-04-07,0.1282182787978254
HUF,2005-04-07,0.005241499467201579
ILS,2005-04-07,0.2291055718475073
INR,2005-04-07,0.022909507445589918
JPY,2005-04-07,0.009221689413500551
KRW,2005-04-07,0.0009876543209876543
MYR,2005-04-07,0.2631578947368421
NOK,2005-04-07,0.15801283064184812
NZD,2005-04-07,0.71571714858288
PLN,2005-04-07,0.31465340926968943
RUB,2005-04-07,0.0359699291392396
SAR,2005-04-07,0.2666453350398635
SEK,2005-04-07,0.1409622080320266
SGD,2005-04-07,0.6037189084762135
THB,2005-04-07,0.025249337204898373
TRY,2005-04-07,0.7461572899567228
TWD,2005-04-07,0.03169572107765452
USD,2005-04-07,1.0
ZAR,2005-04-07,0.16327863499061146
AUD,2005-04-08,0.7694083249980764
CAD,2005-04-08,0.8137358613394091
CHF,2005-04-08,0.8296689620841284
CNY,2005-04-08,0.12082401981513925
CZK,2005-04-08,0.04292342889519386
DKK,2005-04-08,0.17250004312501074
EUR,2005-04-08,1.2849643794525685
GBP,2005-04-08,1.8747656542932127
HKD,2005-04-08,0.12821992281160646
HUF,2005-04-08,0.005215096661816626
ILS,2005-04-08,0.22878059940517045
INR,2005-04-08,0.02288067726804713
JPY,2005-04-08,0.009206407659731172
KRW,2005-04-08,0.0009850275807722617
MYR,2005-04-08,0.2631578947368421
NOK,2005-04-08,0.15714128572999986
NZD,2005-04-08,0.7141836880445651
PLN,2005-04-08,0.3127052127958973
RUB,2005-04-08,0.03590664272890485
SAR,2005-04-08,0.2666453350398635
SEK,2005-04-08,0.1401482768769358
SGD,2005-04-08,0.6031363088057902
THB,2005-04-08,0.025154068670607467
TRY,2005-04-08,0.7402472425790214
TWD,2005-04-08,0.031636559207820554
USD,2005-04-08,1.0
ZAR,2005-04-08,0.1617207083367025
AUD,2005-04-11,0.7742934572202864
CAD,2005-04-11,0.8107012565869477
CHF,2005-04-11,0.8366100560528738
CNY,2005-04-11,0.12082401981513925
CZK,2005-04-11,0.04333732036680708
DKK,2005-04-11,0.17397052939232094
EUR,2005-04-11,1.2960302457466917
GBP,2005-04-11,1.8903591682419656
HKD,2005-04-11,0.12821663482620235
HUF,2005-04-11,0.005269148084137757
ILS,2005-04-11,0.22878059940517045
INR,2005-04-11,0.02289639381797367
JPY,2005-04-11,0.009273856997125105
KRW,2005-04-11,0.0009847365829640572
MYR,2005-04-11,0.2631578947368421
NOK,2005-04-11,0.15827543090486065
NZD,2005-04-11,0.7198905766323519
PLN,2005-04-11,0.3169270750800241
RUB,2005-04-11,0.03600748955782803
SAR,2005-04-11,0.2666524452029225
SEK,2005-04-11,0.14154281670205238
SGD,2005-04-11,0.6059137178865729
THB,2005-04-11,0.02522386177323748
TRY,2005-04-11,0.7404664938911514
TWD,2005-04-11,0.03167564143173899
USD,2005-04-11,1.0
ZAR,2005-04-11,0.16256726220473722
AUD,2005-04-12,0.7732755954222086
CAD,2005-04-12,0.8063865817272801
CHF,2005-04-12,0.8310479514667997
CNY,2005-04-12,0.12082401981513925
CZK,2005-04-12,0.043036111601244605
DKK,2005-04-12,0.1729475450095986
EUR,2005-04-12,1.2885159343767678
GBP,2005-04-12,1.8857250612860643
HKD,2005-04-12,0.12821663482620235
HUF,2005-04-12,0.005234188041345898
ILS,2005-04-12,0.2281906761289733
INR,2005-04-12,0.022885913720105275
JPY,2005-04-12,0.009237021984112321
KRW,2005-04-12,0.000983767830791933
MYR,2005-04-12,0.2631578947368421
NOK,2005-04-12,0.15753241229382944
NZD,2005-04-12,0.7183908045977012
PLN,2005-04-12,0.3148317224443535
RUB,2005-04-12,0.03599323327214484
SAR,2005-04-12,0.2666524452029225
SEK,2005-04-12,0.1408688792471967
SGD,2005-04-12,0.6060238773407672
THB,2005-04-12,0.025211143325349804
TRY,2005-04-12,0.7403020432336394
TWD,2005-04-12,0.03160056881023859
USD,2005-04-12,1.0
ZAR,2005-04-12,0.16182539040375435
AUD,2005-04-13,0.7774840615767377
CAD,2005-04-13,0.8078849571820973
CHF,2005-04-13,0.8316008316008316
CNY,2005-04-13,0.12082401981513925
CZK,2005-04-13,0.04316167933461955
DKK,2005-04-13,0.1730942325001731
EUR,2005-04-13,1.2896877956480606
GBP,2005-04-13,1.8921475875118257
HKD,2005-04-13,0.12821663482620235
HUF,2005-04-13,0.005237765757687338
ILS,2005-04-13,0.22824796859307955
INR,2005-04-13,0.02288329519450801
JPY,2005-04-13,0.009314456035767513
KRW,2005-04-13,0.0009886307464162137
MYR,2005-04-13,0.2631578947368421
NOK,2005-04-13,0.1570055893989826
NZD,2005-04-13,0.7229089857586929
PLN,2005-04-13,0.3157362970447083
RUB,2005-04-13,0.035943166664869505
SAR,2005-04-13,0.2666453350398635
SEK,2005-04-13,0.14098804421385067
SGD,2005-04-13,0.6080875646093037
THB,2005-04-13,0.02531645569620253
TRY,2005-04-13,0.74487895716946
TWD,2005-04-13,0.03181167488468268
USD,2005-04-13,1.0
ZAR,2005-04-13,0.1630815897193366
AUD,2005-04-14,0.7723200494284832
CAD,2005-04-14,0.8050233456770246
CHF,2005-04-14,0.8230452674897119
CNY,2005-04-14,0.12082401981513925
CZK,2005-04-14,0.04272518307740949
DKK,2005-04-14,0.17188332559858369
EUR,2005-04-14,1.2809031044214487
GBP,2005-04-14,1.8814675446848543
HKD,2005-04-14,0.12821992281160646
HUF,2005-04-14,0.0051868807188601715
ILS,2005-04-14,0.2277385561375541
INR,2005-04-14,0.02286236854138089
JPY,2005-04-14,0.009238728750923872
KRW,2005-04-14,0.0009828009828009828
MYR,2005-04-14,0.2631578947368421
NOK,2005-04-14,0.15545330182813086
NZD,2005-04-14,0.7219174126479929
PLN,2005-04-14,0.3111290874583865
RUB,2005-04-14,0.03587379598572223
SAR,2005-04-14,0.2666524452029225
SEK,2005-04-14,0.13962970203021585
SGD,2005-04-14,0.6040471156750227
THB,2005-04-14,0.025169896803423103
TRY,2005-04-14,0.7331378299120234
TWD,2005-04-14,0.03152088258471237
USD,2005-04-14,1.0
ZAR,2005-04-14,0.1592128516613861
AUD,2005-04-15,0.7711289327575571
CAD,2005-04-15,0.8059966148142178
CHF,2005-04-15,0.8329168748958855
CNY,2005-04-15,0.12082401981513925
CZK,2005-04-15,0.0429640004640112
DKK,2005-04-15,0.173469564764862
EUR,2005-04-15,1.2930708065126844
GBP,2005-04-15,1.8932222642938281
HKD,2005-04-15,0.1282281435129382
HUF,2005-04-15,0.0052291026755226745
ILS,2005-04-15,0.2280501710376283
INR,2005-04-15,0.022844089091947455
JPY,2005-04-15,0.009298865538404314
KRW,2005-04-15,0.0009847365829640572
MYR,2005-04-15,0.2631578947368421
NOK,2005-04-15,0.15706970753620456
NZD,2005-04-15,0.7176175098672408
PLN,2005-04-15,0.3120611639881417
RUB,2005-04-15,0.03586478974267013
SAR,2005-04-15,0.2666453350398635
SEK,2005-04-15,0.14091056406498795
SGD,2005-04-15,0.6039741499063841
THB,2005-04-15,0.025211143325349804
TRY,2005-04-15,0.7304601899196493
TWD,2005-04-15,0.03167564143173899
USD,2005-04-15,1.0
ZAR,2005-04-15,0.15929908403026682
AUD,2005-04-18,0.7654037504783774
CAD,2005-04-18,0.8015389547932029
CHF,2005-04-18,0.8418925745074929
CNY,2005-04-18,0.12082401981513925
CZK,2005-04-18,0.04306372570129278
DKK,2005-04-18,0.1745871015049408
EUR,2005-04-18,1.3011612411955074
GBP,2005-04-18,1.9036740909956216
HKD,2005-04-18,0.12821992281160646
HUF,2005-04-18,0.005233040370289936
ILS,2005-04-18,0.22833656810138145
INR,2005-04-18,0.022885913720105275
JPY,2005-04-18,0.009301460329271696
KRW,2005-04-18,0.0009806805923310775
MYR,2005-04-18,0.2631578947368421
NOK,2005-04-18,0.15864705789031142
NZD,2005-04-18,0.7154099298898269
PLN,2005-04-18,0.3099429704934292
RUB,2005-04-18,0.03597989443498973
SAR,2005-04-18,0.2666524452029225
SEK,2005-04-18,0.14146872833760096
SGD,2005-04-18,0.6040836051709557
THB,2005-04-18,0.025326073192351525
TRY,2005-04-18,0.7272727272727273
TWD,2005-04-18,0.03156067539845353
USD,2005-04-18,1.0
ZAR,2005-04-18,0.1600640256102441
AUD,2005-04-19,0.7685213648939441
CAD,2005-04-19,0.8048937540244688
CHF,2005-04-19,0.8443093549476529
CNY,2005-04-19,0.12082401981513925
CZK,2005-04-19,0.042930984149880655
DKK,2005-04-19,0.17491079549429792
EUR,2005-04-19,1.3035064188541865
GBP,2005-04-19,1.9160758766047128
HKD,2005-04-19,0.1282182787978254
HUF,2005-04-19,0.005225686968808921
ILS,2005-04-19,0.2286236854138089
INR,2005-04-19,0.022872827081427263
JPY,2005-04-19,0.009335324869305451
KRW,2005-04-19,0.000986679822397632
MYR,2005-04-19,0.2631578947368421
NOK,2005-04-19,0.15884109536819366
NZD,2005-04-19,0.7202016564638098
PLN,2005-04-19,0.3115070712105165
RUB,2005-04-19,0.036025650262987235
SAR,2005-04-19,0.2666453350398635
SEK,2005-04-19,0.1417836381681554
SGD,2005-04-19,0.6054734802615646
THB,2005-04-19,0.025313251487153524
TRY,2005-04-19,0.7319036814755178
TWD,2005-04-19,0.031806615776081425
USD,2005-04-19,1.0
ZAR,2005-04-19,0.16148566814695195
AUD,2005-04-20,0.7742934572202864
CAD,2005-04-20,0.8061915511125444
CHF,2005-04-20,0.8473858147614609
CNY,2005-04-20,0.12082401981513925
CZK,2005-04-20,0.04337491541891493
DKK,2005-04-20,0.17538013644574615
EUR,2005-04-20,1.3068813494345404
GBP,2005-04-20,1.9168104274487248
HKD,2005-04-20,0.12821005936125748
HUF,2005-04-20,0.005271056156250972
ILS,2005-04-20,0.22888532845044635
INR,2005-04-20,0.02288329519450801
JPY,2005-04-20,0.009353661958656816
KRW,2005-04-20,0.0009896091044037606
MYR,2005-04-20,0.2631578947368421
NOK,2005-04-20,0.1596041816295587
NZD,2005-04-20,0.7265857734505557
PLN,2005-04-20,0.3141690229343386
RUB,2005-04-20,0.03606462781304097
SAR,2005-04-20,0.2666524452029225
SEK,2005-04-20,0.14221716561188935
SGD,2005-04-20,0.6066488716330988
THB,2005-04-20,0.025374270489723426
TRY,2005-04-20,0.7358351729212657
TWD,2005-04-20,0.03177124702144559
USD,2005-04-20,1.0
ZAR,2005-04-20,0.16326530612244894
AUD,2005-04-21,0.7763975155279503
CAD,2005-04-21,0.8082114281095935
CHF,2005-04-21,0.8498342823149485
CNY,2005-04-21,0.12082401981513925
CZK,2005-04-21,0.04344577098865197
DKK,2005-04-21,0.1759572072072072
EUR,2005-04-21,1.3107074569789674
GBP,2005-04-21,1.9120458891013383
HKD,2005-04-21,0.12821170316426486
HUF,2005-04-21,0.005269336885568973
ILS,2005-04-21,0.2292894320500768
INR,2005-04-21,0.022872827081427263
JPY,2005-04-21,0.009330969487729776
KRW,2005-04-21,0.000991571641051066
MYR,2005-04-21,0.2631578947368421
NOK,2005-04-21,0.16063224853021493
NZD,2005-04-21,0.7285974499089253
PLN,2005-04-21,0.31300863903843745
RUB,2005-04-21,0.0360893572485474
SAR,2005-04-21,0.2666453350398635
SEK,2005-04-21,0.14264928247410916
SGD,2005-04-21,0.6065384848668648
THB,2005-04-21,0.02526847757422615
TRY,2005-04-21,0.7374631268436578
TWD,2005-04-21,0.031821797931583136
USD,2005-04-21,1.0
ZAR,2005-04-21,0.1646090534979424
AUD,2005-04-22,0.7827175954915466
CAD,2005-04-22,0.8106355382619974
CHF,2005-04-22,0.8469551960701278
CNY,2005-04-22,0.12082401981513925
CZK,2005-04-22,0.04316410128024725
DKK,2005-04-22,0.17557721007813185
EUR,2005-04-22,1.307986975675158
GBP,2005-04-22,1.9153418885271016
HKD,2005-04-22,0.12825610178404234
HUF,2005-04-22,0.005241013234606621
ILS,2005-04-22,0.2297002411852533
INR,2005-04-22,0.02289639381797367
JPY,2005-04-22,0.009443762394938144
KRW,2005-04-22,0.0009955201592832257
MYR,2005-04-22,0.2631578947368421
NOK,2005-04-22,0.16034634811192175
NZD,2005-04-22,0.7320108337603396
PLN,2005-04-22,0.3128030279333104
RUB,2005-04-22,0.0360893572485474
SAR,2005-04-22,0.2666453350398635
SEK,2005-04-22,0.14261876577720095
SGD,2005-04-22,0.6071276789508834
THB,2005-04-22,0.02535818435400025
TRY,2005-04-22,0.7366482504604052
TWD,2005-04-22,0.03181167488468268
USD,2005-04-22,1.0
ZAR,2005-04-22,0.16578249336870027
AUD,2005-04-25,0.7785736530675802
CAD,2005-04-25,0.8071676487206394
CHF,2005-04-25,0.8410428931875525
CNY,2005-04-25,0.12082401981513925
CZK,2005-04-25,0.042838661034810696
DKK,2005-04-25,0.17423120480878124
EUR,2005-04-25,1.2978398011852417
GBP,2005-04-25,1.9116803670426303
HKD,2005-04-25,0.12826268197268004
HUF,2005-04-25,0.005203896469520518
ILS,2005-04-25,0.22925263640531865
INR,2005-04-25,0.022878059940517045
JPY,2005-04-25,0.00946611132146914
KRW,2005-04-25,0.001001001001001001
MYR,2005-04-25,0.2631578947368421
NOK,2005-04-25,0.15936001019904064
NZD,2005-04-25,0.7285974499089253
PLN,2005-04-25,0.3099621846134772
RUB,2005-04-25,0.036037594418497375
SAR,2005-04-25,0.2666524452029225
SEK,2005-04-25,0.1419547164454539
SGD,2005-04-25,0.6074227054607301
THB,2005-04-25,0.0253613999492772
TRY,2005-04-25,0.7332453438920663
TWD,2005-04-25,0.03192338387869114
USD,2005-04-25,1.0
ZAR,2005-04-25,0.16474464579901152
AUD,2005-04-26,0.7774236181295188
CAD,2005-04-26,0.8020532563362208
CHF,2005-04-26,0.8404773911581779
CNY,2005-04-26,0.12082401981513925
CZK,2005-04-26,0.042896362388469465
DKK,2005-04-26,0.17398263653287402
EUR,2005-04-26,1.296021321149819
GBP,2005-04-26,1.9036740909956216
HKD,2005-04-26,0.12822649928834293
HUF,2005-04-26,0.005206299622543278
ILS,2005-04-26,0.22925263640531865
INR,2005-04-26,0.02293052052281587
JPY,2005-04-26,0.009428625306430322
KRW,2005-04-26,0.0010012014417300759
MYR,2005-04-26,0.2631578947368421
NOK,2005-04-26,0.15914697222885335
NZD,2005-04-26,0.7228044813877846
PLN,2005-04-26,0.3081854043392505
RUB,2005-04-26,0.03603110204728722
SAR,2005-04-26,0.2666453350398635
SEK,2005-04-26,0.1416852038141657
SGD,2005-04-26,0.6068697657482705
THB,2005-04-26,0.025292124032576257
TRY,2005-04-26,0.7339449541284403
TWD,2005-04-26,0.031821797931583136
USD,2005-04-26,1.0
ZAR,2005-04-26,0.16454134101192924
AUD,2005-04-27,0.7768197001475957
CAD,2005-04-27,0.8026970621287526
CHF,2005-04-27,0.8411136344520144
CNY,2005-04-27,0.12082401981513925
CZK,2005-04-27,0.042866205997839545
DKK,2005-04-27,0.17407955435634084
EUR,2005-04-27,1.2963386727688786
GBP,2005-04-27,1.9069412662090008
HKD,2005-04-27,0.128223210965649
HUF,2005-04-27,0.005191830343444769
ILS,2005-04-27,0.22894821191446496
INR,2005-04-27,0.022899015342340283
JPY,2005-04-27,0.009440196356084205
KRW,2005-04-27,0.000998502246630055
MYR,2005-04-27,0.2631578947368421
NOK,2005-04-27,0.15963220739416384
NZD,2005-04-27,0.7228044813877846
PLN,2005-04-27,0.3061849357011635
RUB,2005-04-27,0.036059425933939133
SAR,2005-04-27,0.2666524452029225
SEK,2005-04-27,0.14178765880217786
SGD,2005-04-27,0.6073489219556635
THB,2005-04-27,0.025287646984448096
TRY,2005-04-27,0.7280669821623591
TWD,2005-04-27,0.03181015698312471
USD,2005-04-27,1.0
ZAR,2005-04-27,0.16477722119694171
AUD,2005-04-28,0.7788768595685022
CAD,2005-04-28,0.7996161842315689
CHF,2005-04-28,0.839278220730172
CNY,2005-04-28,0.12082401981513925
CZK,2005-04-28,0.04234291835861912
DKK,2005-04-28,0.1734635466356745
EUR,2005-04-28,1.291825821237586
GBP,2005-04-28,1.9098548510313216
HKD,2005-04-28,0.12822156686754715
HUF,2005-04-28,0.00512151564085269
ILS,2005-04-28,0.22878059940517045
INR,2005-04-28,0.022891152569531874
JPY,2005-04-28,0.009433962264150943
KRW,2005-04-28,0.000997506234413965
MYR,2005-04-28,0.2631578947368421
NOK,2005-04-28,0.15864957481913947
NZD,2005-04-28,0.7278020378457059
PLN,2005-04-28,0.3012955709551069
RUB,2005-04-28,0.03596734165377837
SAR,2005-04-28,0.2666453350398635
SEK,2005-04-28,0.14106560961503195
SGD,2005-04-28,0.6072751563733527
THB,2005-04-28,0.02523022581052101
TRY,2005-04-28,0.7178750897343862
TWD,2005-04-28,0.03190810465858328
USD,2005-04-28,1.0
ZAR,2005-04-28,0.16306563391765186
AUD,2005-04-29,0.7814942169427945
CAD,2005-04-29,0.7966857871255576
CHF,2005-04-29,0.8401243384020836
CNY,2005-04-29,0.12082401981513925
CZK,2005-04-29,0.0422820466201846
DKK,2005-04-29,0.17337633066333782
EUR,2005-04-29,1.29087089381207
GBP,2005-04-29,1.9098548510313216
HKD,2005-04-29,0.12827255352172295
HUF,2005-04-29,0.005115707062335913
ILS,2005-04-29,0.22878059940517045
INR,2005-04-29,0.02301495972382048
JPY,2005-04-29,0.009530162965786714
KRW,2005-04-29,0.0010029084344599338
MYR,2005-04-29,0.2631578947368421
NOK,2005-04-29,0.15893450309127607
NZD,2005-04-29,0.7320108337603396
PLN,2005-04-29,0.3017592564651921
RUB,2005-04-29,0.03599582448435982
SAR,2005-04-29,0.2666453350398635
SEK,2005-04-29,0.1403567869524331
SGD,2005-04-29,0.6117704637220115
THB,2005-04-29,0.025342118601115054
TRY,2005-04-29,0.7202016564638098
TWD,2005-04-29,0.032040499190977394
USD,2005-04-29,1.0
ZAR,2005-04-29,0.1636795155086341
AUD,2005-05-03,0.7741136398823347
CAD,2005-05-03,0.7967492630069316
CHF,2005-05-03,0.835421888053467
CNY,2005-05-03,0.12082401981513925
CZK,2005-05-03,0.042476733369296964
DKK,2005-05-03,0.1731122113353876
EUR,2005-05-03,1.288712422007941
GBP,2005-05-03,1.8907165815844205
HKD,2005-05-03,0.12826926283654647
HUF,2005-05-03,0.005125074890156832
ILS,2005-05-03,0.2286341396497325
INR,2005-05-03,0.02297266253158741
JPY,2005-05-03,0.009509319132750096
KRW,2005-05-03,0.000997506234413965
MYR,2005-05-03,0.2631578947368421
NOK,2005-05-03,0.15869489319833688
NZD,2005-05-03,0.725689404934688
PLN,2005-05-03,0.3047758373716132
RUB,2005-05-03,0.03593438381515353
SAR,2005-05-03,0.2666524452029225
SEK,2005-05-03,0.14006779281172088
SGD,2005-05-03,0.6098676587180583
THB,2005-05-03,0.025300442757748263
TRY,2005-05-03,0.7320644216691068
TWD,2005-05-03,0.03198464736926275
USD,2005-05-03,1.0
ZAR,2005-05-03,0.16359918200409
AUD,2005-05-04,0.777907429015947
CAD,2005-05-04,0.8005123278898495
CHF,2005-05-04,0.8405480373203329
CNY,2005-05-04,0.12082401981513925
CZK,2005-05-04,0.04295329688030205
DKK,2005-05-04,0.17404319752162487
EUR,2005-05-04,1.2956058588548602
GBP,2005-05-04,1.9022256039566288
HKD,2005-05-04,0.1283499332580347
HUF,2005-05-04,0.005172468193199963
ILS,2005-05-04,0.2292631482415517
INR,2005-05-04,0.02301495972382048
JPY,2005-05-04,0.009587727708533078
KRW,2005-05-04,0.0010045203415369162
MYR,2005-05-04,0.2631578947368421
NOK,2005-05-04,0.1597444089456869
NZD,2005-05-04,0.7315824127587973
PLN,2005-05-04,0.30857530780386955
RUB,2005-05-04,0.03598597986224567
SAR,2005-05-04,0.2666524452029225
SEK,2005-05-04,0.14125690393117965
SGD,2005-05-04,0.6116207951070336
THB,2005-05-04,0.025345330122924854
TRY,2005-05-04,0.7404664938911514
TWD,2005-05-04,0.03225286244154168
USD,2005-05-04,1.0
ZAR,2005-05-04,0.1665833749791771
AUD,2005-05-05,0.7813110399249941
CAD,2005-05-05,0.8034064433196755
CHF,2005-05-05,0.8359107247345984
CNY,2005-05-05,0.12082401981513925
CZK,2005-05-05,0.043190014468654836
DKK,2005-05-05,0.17383141829054186
EUR,2005-05-05,1.2942857142857145
GBP,2005-05-05,1.9047619047619049
HKD,2005-05-05,0.12833510863566944
HUF,2005-05-05,0.0051851110573011795
ILS,2005-05-05,0.2298850574712644
INR,2005-05-05,0.023057412958266084
JPY,2005-05-05,0.009574875526618155
KRW,2005-05-05,0.001000300090027008
MYR,2005-05-05,0.2631578947368421
NOK,2005-05-05,0.15958125877696924
NZD,2005-05-05,0.7352941176470588
PLN,2005-05-05,0.3129792494757598
RUB,2005-05-05,0.03599712023038157
SAR,2005-05-05,0.2666453350398635
SEK,2005-05-05,0.1411930815390046
SGD,2005-05-05,0.6110975311659741
THB,2005-05-05,0.02535561246481909
TRY,2005-05-05,0.7465472191116088
TWD,2005-05-05,0.032180209171359615
USD,2005-05-05,1.0
ZAR,2005-05-05,0.16746772059685494
AUD,2005-05-06,0.7768800497203232
CAD,2005-05-06,0.8034064433196755
CHF,2005-05-06,0.8300821781356353
CNY,2005-05-06,0.12082401981513925
CZK,2005-05-06,0.0429963281135791
DKK,2005-05-06,0.17261021162011944
EUR,2005-05-06,1.2844436033308102
GBP,2005-05-06,1.8925056775170328
HKD,2005-05-06,0.128323580741197
HUF,2005-05-06,0.005147665945307079
ILS,2005-05-06,0.2291213197388017
INR,2005-05-06,0.02304147465437788
JPY,2005-05-06,0.009541984732824428
KRW,2005-05-06,0.000998502246630055
MYR,2005-05-06,0.2631578947368421
NOK,2005-05-06,0.1582003132366202
NZD,2005-05-06,0.7335142668524903
PLN,2005-05-06,0.3123633410382957
RUB,2005-05-06,0.0359460090943403
SAR,2005-05-06,0.2666524452029225
SEK,2005-05-06,0.14008741454667714
SGD,2005-05-06,0.6093845216331505
THB,2005-05-06,0.02535175560907593
TRY,2005-05-06,0.7399186089530152
TWD,2005-05-06,0.03204614645088928
USD,2005-05-06,1.0
ZAR,2005-05-06,0.16580173428614065
AUD,2005-05-09,0.7726184037703778
CAD,2005-05-09,0.8080155138978669
CHF,2005-05-09,0.8289811821271658
CNY,2005-05-09,0.12082401981513925
CZK,2005-05-09,0.042935039285560944
DKK,2005-05-09,0.17236624379481524
EUR,2005-05-09,1.282620975334212
GBP,2005-05-09,1.8828845791752964
HKD,2005-05-09,0.12825116708562048
HUF,2005-05-09,0.005127324280187764
ILS,2005-05-09,0.22888532845044635
INR,2005-05-09,0.02299379167624741
JPY,2005-05-09,0.00946700747893591
KRW,2005-05-09,0.0009995002498750622
MYR,2005-05-09,0.2631578947368421
NOK,2005-05-09,0.15791052789489474
NZD,2005-05-09,0.7296074711805048
PLN,2005-05-09,0.3102218085931441
RUB,2005-05-09,0.0359460090943403
SAR,2005-05-09,0.2666453350398635
SEK,2005-05-09,0.13977998630156135
SGD,2005-05-09,0.6081245439065921
THB,2005-05-09,0.025300442757748263
TRY,2005-05-09,0.7361059992638941
TWD,2005-05-09,0.0322061191626409
USD,2005-05-09,1.0
ZAR,2005-05-09,0.1631241537934522
AUD,2005-05-10,0.7762167197081425
CAD,2005-05-10,0.8084727948904519
CHF,2005-05-10,0.8329862557267805
CNY,2005-05-10,0.12082401981513925
CZK,2005-05-10,0.0428195839649222
DKK,2005-05-10,0.17304630719180453
EUR,2005-05-10,1.2878673700075356
GBP,2005-05-10,1.8839487565938204
HKD,2005-05-10,0.12822156686754715
HUF,2005-05-10,0.005123328770155176
ILS,2005-05-10,0.2295420635831517
INR,2005-05-10,0.02305209774089442
JPY,2005-05-10,0.0094732853353543
KRW,2005-05-10,0.0010009008107296571
MYR,2005-05-10,0.2631578947368421
NOK,2005-05-10,0.15888904777793667
NZD,2005-05-10,0.7316894709885124
PLN,2005-05-10,0.30842303303210683
RUB,2005-05-10,0.0359460090943403
SAR,2005-05-10,0.2666524452029225
SEK,2005-05-10,0.13991884706870014
SGD,2005-05-10,0.6083465141744738
THB,2005-05-10,0.025345330122924854
TRY,2005-05-10,0.7328691828508611
TWD,2005-05-10,0.03221649484536083
USD,2005-05-10,1.0
ZAR,2005-05-10,0.16239566078794376
AUD,2005-05-11,0.7751937984496123
CAD,2005-05-11,0.8007687379884691
CHF,2005-05-11,0.8297378028542979
CNY,2005-05-11,0.12082401981513925
CZK,2005-05-11,0.04273796498905908
DKK,2005-05-11,0.17217630853994492
EUR,2005-05-11,1.2814842578710646
GBP,2005-05-11,1.8740629685157424
HKD,2005-05-11,0.12823307643973686
HUF,2005-05-11,0.005121287450694807
ILS,2005-05-11,0.2288329519450801
INR,2005-05-11,0.023129409043598937
JPY,2005-05-11,0.00946073793755913
KRW,2005-05-11,0.0010025062656641604
MYR,2005-05-11,0.2631578947368421
NOK,2005-05-11,0.1586017668236824
NZD,2005-05-11,0.7306736811340055
PLN,2005-05-11,0.3083469519903796
RUB,2005-05-11,0.03589581598368894
SAR,2005-05-11,0.2666453350398635
SEK,2005-05-11,0.13904338153503892
SGD,2005-05-11,0.6081985159956209
THB,2005-05-11,0.02535175560907593
TRY,2005-05-11,0.7301935012778387
TWD,2005-05-11,0.032226877215597804
USD,2005-05-11,1.0
ZAR,2005-05-11,0.16178611875101115
AUD,2005-05-12,0.7676953784738216
CAD,2005-05-12,0.8001920460910619
CHF,2005-05-12,0.8229775327133568
CNY,2005-05-12,0.12082401981513925
CZK,2005-05-12,0.04239731370620357
DKK,2005-05-12,0.1708058620571858
EUR,2005-05-12,1.2712022367194782
GBP,2005-05-12,1.863932898415657
HKD,2005-05-12,0.12822978777970126
HUF,2005-05-12,0.005069590265575554
ILS,2005-05-12,0.2286498227963873
INR,2005-05-12,0.02306805074971165
JPY,2005-05-12,0.009374707040404988
KRW,2005-05-12,0.0010004001600640256
MYR,2005-05-12,0.2631578947368421
NOK,2005-05-12,0.15717586407431275
NZD,2005-05-12,0.7192174913693901
PLN,2005-05-12,0.3052223544852425
RUB,2005-05-12,0.03585360256998623
SAR,2005-05-12,0.2666524452029225
SEK,2005-05-12,0.1379443532478998
SGD,2005-05-12,0.6043756799226399
THB,2005-05-12,0.0253196607165464
TRY,2005-05-12,0.7334066740007334
TWD,2005-05-12,0.031938677738741615
USD,2005-05-12,1.0
ZAR,2005-05-12,0.1592534199671938
AUD,2005-05-13,0.7630093087135663
CAD,2005-05-13,0.7922674694977024
CHF,2005-05-13,0.8188666885031116
CNY,2005-05-13,0.12082401981513925
CZK,2005-05-13,0.04206824310396325
DKK,2005-05-13,0.1699379726399864
EUR,2005-05-13,1.2647986639450737
GBP,2005-05-13,1.8556318426424199
HKD,2005-05-13,0.12822978777970126
HUF,2005-05-13,0.005039649441984814
ILS,2005-05-13,0.22831050228310504
INR,2005-05-13,0.02304147465437788
JPY,2005-05-13,0.009336196433572962
KRW,2005-05-13,0.0010035122930255897
MYR,2005-05-13,0.2631578947368421
NOK,2005-05-13,0.1564064064064064
NZD,2005-05-13,0.7144898542440697
PLN,2005-05-13,0.3019779556092405
